artist,genre,genre_id,,,
Xandl,House,1048,,,
Xaniar Khosravi,Pop,14,,,
XATAR,Hip Hop,18,,,
XATAR,Rap,18,,,
Xavi Shadow,Electronic,7,,,
Xavier Cugat,Jazz,11,,,
Xavier Cugat,Latin,12,,,
Xavier de Maistre,Classical,5,,,
Xavier Naidoo,Pop,14,,,
Xavier Rudd,Alternative,20,,,
Xavier Rudd,Rock,21,,,
Xavier Wulf,Hip Hop,18,,,
Xavier Wulf,Rap,18,,,
Xcultures,World,19,,,
XDB,Dance,17,,,
Xen,Hip Hop,18,,,
Xen,Rap,18,,,
Xerxes,Punk,1006,,,
Xerxes,Electronic,7,,,
Xerxes,Alternative,20,,,
Xerxes,Jungle,1049,,,
Xerxes,Drum'n'bass,1049,,,
Xeuphoria,Instrumental,53,,,
Xhanto,Jungle,1049,,,
Xhanto,Drum'n'bass,1049,,,
Xhelazz,Latin Urban,1119,,,
Xilent,Dance,17,,,
Xilent,Dance,17,,,
Ximo Tebar,Jazz,11,,,
Xinobi,Dance,17,,,
XL Middleton,Funk,1139,,,
XL Middleton,Hip Hop,18,,,
XL Middleton,Rap,18,,,
Xo,Pop,14,,,
XOV,Pop,14,,,
Xriz,Electronica,1058,,,
Xuso Jones,Pop,14,,,
XV,Hip Hop,18,,,
XV,Rap,18,,,
XVII,Hip Hop,18,,,
XVII,Rap,18,,,
XXTRAKT,Dance,17,,,
XXXY,Electronic,7,,,
XXYYXX,Electronic,7,,,
XYconstant,Dance,17,,,
Xzibit,Hip Hop,18,,,
Xzibit,Rap,18,,,
Y2K,Hip Hop,18,,,
Y2K,Rap,18,,,
Y€±ld€±z Tilbe,Pop,14,,,
YaÅÙar,Pop,14,,,
Yahel,Dance,17,,,
Yakuro,Electronica,1058,,,
Yandel,Latin Urban,1119,,,
Yann Tiersen,Soundtrack,16,,,
Yann Tiersen,World,19,,,
Yanni,New Age,13,,,
Yanni,R&B,15,,,
Yanni,Soul,15,,,
Yannick Bovy,Pop,14,,,
YARMAK,Hip Hop,18,,,
YARMAK,Rap,18,,,
Yehudi Menuhin,Classical,5,,,
Yelawolf,Hip Hop,18,,,
Yelawolf,Rap,18,,,
YG,Electronic,7,,,
YG,Ambient,1056,,,
YG,R&B,15,,,
YG,Hip Hop,18,,,
YG,Soul,15,,,
YG,Rap,18,,,
Yngwie Malmsteen,Rock,21,,,
Yo Gotti,Alternative,20,,,
Yo Gotti,Hip Hop,18,,,
Yo Gotti,Rap,18,,,
Yo Yo Honey Singh,Bollywood,1263,,,
Yo-Yo Ma,Classical,5,,,
Yodelice,Pop,14,,,
Yogi,Indian Pop,1185,,,
Yogi,Dance,17,,,
Yonderboi,Electronic,7,,,
YOOK!E,Electronic,7,,,
Young Buck,Hip Hop,18,,,
Young Buck,Rap,18,,,
Young Jeezy,Hip Hop,18,,,
Young Jeezy,Rap,18,,,
Young MC,Karaoke,52,,,
Young MC,R&B,15,,,
Young MC,Hip Hop,18,,,
Young MC,Soul,15,,,
Young MC,Rap,18,,,
Young Roddy,Hip Hop,18,,,
Young Roddy,Rap,18,,,
Young Scooter,Hip Hop,18,,,
Young Scooter,Rap,18,,,
Young Steff,Hip Hop,18,,,
Young Steff,Rap,18,,,
Young Thug,Hip Hop,18,,,
Young Thug,Rap,18,,,
Youssoupha,Hip Hop,18,,,
Youssoupha,Rap,18,,,
Youth In Revolt,Alternative,20,,,
Youth In Revolt,Rock,21,,,
Yppah,Electronic,7,,,
Yukmouth,Hip Hop,18,,,
Yukmouth,Rap,18,,,
Yuksek,Electronic,7,,,
Yultron,Dance,17,,,
Yung Berg,R&B,15,,,
Yung Berg,Soul,15,,,
Yung Joc,Hip Hop,18,,,
Yung Joc,Rap,18,,,
Yung Lean,Hip Hop,18,,,
Yung Lean,Rap,18,,,
Yusef Lateef,Jazz,11,,,
Yusuf GÌ_ney,Pop,14,,,
Yuvan Shankar Raja,Tamil,1264,,,
Yves Montand,Vocal,23,,,
Yves Montand,French Pop,50000064,,,
Yves V,Dance,17,,,
Z-RO,Rap,1076,,,
Z-RO,Reggae,24,,,
Zac Efron,Rock,21,,,
Zac Poor,Pop,14,,,
Zac Waters,Dance,17,,,
Zacari,Electronic,7,,,
Zach Sobiech,Pop,14,,,
Zachary Bruno,Instrumental,53,,,
Zack Hemsey,Instrumental,53,,,
Zak Abel,R&B,15,,,
Zak Abel,Soul,15,,,
Zak Waters,Dance,17,,,
Zander Zon,New Age,13,,,
Zany,Dance,17,,,
Zardonic,Dance,17,,,
Zatox,Dance,17,,,
Zaxx,Dance,17,,,
ZAYN,Pop,14,,,
ZAYN,Soundtrack,16,,,
ZAYN,Heavy Metal,1153,,,
ZAYN,Modern Dancehall,1866,,,
ZAYN,R&B,15,,,
ZAYN,Hip Hop,18,,,
ZAYN,Soul,15,,,
ZAYN,Rap,18,,,
Zden€_k Gromnica,Instrumental,53,,,
Zden€_k Rys,Instrumental,53,,,
Zedd,Dance,17,,,
Zen,Dance,17,,,
Zen,World,19,,,
Zen,Rock,21,,,
Zen,Cantopop,1656,,,
Zeni N,House,1048,,,
Zewelle,House,1048,,,
ZIGGY,Dance,17,,,
ZIGGY,Rock,21,,,
ZIGGY,Hip Hop,18,,,
ZIGGY,Rap,18,,,
Ziggy Marley,Reggae,24,,,
Zion,Latin,12,,,
Zion,World,19,,,
Zion,Christian & Gospel,22,,,
Zion,Reggae,24,,,
Zion,Rap,1076,,,
zircon,Electronic,7,,,
ZoltÌÁn Kocsis,Classical,5,,,
Zombie Nation,Rock,21,,,
Zomtek,Dance,17,,,
Zonderling,Dance,17,,,
Zoree,House,1048,,,
ZROQ,Dance,17,,,
Zubin Mehta,Classical,5,,,
Zucchero,Pop,14,,,
Zucchero,World,19,,,
Zumba Fitness,Fitness & Workout,50,,,
Zuubi,Dance,17,,,
Zwette,Dance,17,,,
Zwicker,Electronic,7,,,
